dataset,tissue,marker,manual_annotation,manual_CLname,manual_CLID,manual_broadtype
Azimuth,Heart,"MYL7, FGF12, MYH6, ANKRD1, RYR2, ERBB4, TTN, CMYA5, NPPA, MYL7",Atrial Cardiomyocyte,regular atrial cardiac myocyte,CL:0002129,muscle cell
Azimuth,Kidney,"KRT13,EEF1A1,S100A6,EHF,AMBRA1,LCN2,SLPI,TACSTD2,RPL41,RPLP1",Papillary Tip Epithelial,papillary tips cell,CL:1000597,epithelial cell
Azimuth,Kidney,"LINC01099,PDE4D,NR3C2,SCN2A,CADPS2,COBLL1,TOX3,DCDC2,SLC14A2,ABTB2",Connecting Tubule,,,kidney cell
Azimuth,Kidney,"SH3GL3,PLCB1,LGR4,BICDL1,PAX8,MAL,CACNA2D3,CDR2,PTPN14,PKHD1",Ascending Thin Limb,kidney loop of Henle thin ascending limb epithelial cell,CL:1001107,epithelial cell
Azimuth,Kidney,"KCNT2,ALDH1A2,CFH,PAWR,FRMD4A,SLC4A11,LINC01435,PDE1A,RHEX,SYNE1",Parietal Epithelial,parietal epithelial cell,CL:1000452,epithelial cell
Azimuth,Kidney,"SHANK3,ADGRL4,EGFL7,TEK,PLVAP,CEACAM1,NOSTRIN,SLCO2A1,CALCRL,FLT1",Endothelial,endothelial cell,CL:0000115,endothelial cell
Azimuth,Kidney,"KSR2,ABTB2,GRIP1,EYA4,GATA3,ANK3,PRKAG2,C11orf80,MECOM,PAPPA",Principal,renal principal cell,CL:0005009,epithelial cell
Azimuth,Kidney,"LINC01020,PLG,AGXT2,ACMSD,SLC36A2,SLC13A1,CDH9,LINC02027,CUBN,RAB11FIP3",Proximal Tubule,epithelial cell of proximal tubule,CL:0002306,epithelial cell
Azimuth,Kidney,"CDH19,NRXN1,NCAM1,PRIMA1,CADM2,ZNF536,ADGRB3,EPB41L2,STARD13,SCN7A",Schwann,Schwann cell,CL:0002573,glial cell
Azimuth,Kidney,"GP2,SLC12A1,CASR,CLCN5,PLCB1,CGNL1,ESRRB,UMOD,PKP4,CACNA2D3",Thick Ascending Limb,kidney loop of Henle thick ascending limb epithelial cell,CL:1001106,epithelial cell
Azimuth,Kidney,"PDGFRB,CARMN,NTRK3,CACNA1C,MYH11,ADGRL3,COL25A1,PRKG1,DLC1,PRR16",Vascular Smooth Muscle / Pericyte,"vascular associated smooth muscle cell,pericyte","CL:0000359,CL:0000669","muscle cell,pericyte"
Azimuth,Kidney,"FBLN5,SVEP1,CDH11,MOXD1,C7,PLCXD3,PLA2G4A,NID1,ATRNL1,SPON1",Fibroblast,fibroblast,CL:0000057,fibroblast
Azimuth,Kidney,"IKZF1,DOCK2,PTPRC,F13A1,FYB1,AOAH,INPP5D,MRC1,SMAP2,ATP8B4",Immune,,,immune cell
Azimuth,Kidney,"SLC12A3,CACNA1D,LINC01055,ARHGAP6,FGF13,TRPM6,TRPM7,ESRRG,ATP1A1,LINC01762",Distal Convoluted Tubule,kidney distal convoluted tubule epithelial cell,CL:1000849,epithelial cell
Azimuth,Kidney,"NPHS2,ADAMTS19,WT1,FMN2,NTNG1,PTPRQ,NPHS1,PTPRO,ZNF804A,ST6GALNAC3",Podocyte,podocyte,CL:0000653,epithelial cell
Azimuth,Kidney,"MYO9A,LINC01320,FOXP2,PAX8,BICC1,OXR1,PKHD1",Descending Thin Limb,kidney loop of Henle short descending thin limb epithelial cell,CL:4030012,epithelial cell
Azimuth,Kidney,"LINC01187,SLC4A9,ATP6V1C2,GALNT17,KIT,IL18,CLNK,ATP6V0D2,RHCG,ITGA6",Intercalated,renal intercalated cell,CL:0005010,epithelial cell
Azimuth,Liver,"FCN3, LYVE1, STAB2, FCGR2B, CLEC4G, CRHBP, FLT4, FCN2, CLEC1B, DNASE1L3",Sinusoidal Endothelial,endothelial cell of sinusoid,CL:0002262,endothelial cell
Azimuth,Liver,"HIST1H4C, HMGB2, STMN1, MKI67, TUBB, TOP2A, H2AFZ, UBE2C, RRM2, PCNA",Proliferating T/NK,,,t/nk cell
Azimuth,Liver,"THY1, CCL2, PTGDS, ELN, MFAP4, IGFBP7, FBLN1, COL1A2, ACTA2, IGFBP5",Portal Fibroblast,hepatic portal fibroblast,CL:0009100,fibroblast
Azimuth,Liver,"IGLL5, MZB1, DERL3, SSR4, FKBP11, XBP1, SEC11C, ITM2C, HERPUD1, CD27",Plasma,plasma cell,CL:0000786,b cell
Azimuth,Liver,"GZMB, IRF7, GPR183, LILRA4, PLD4, IRF8, BCL11A, ITM2C, PLAC8, UGCG",pDC,plasmacytoid dendritic cell,CL:0000784,dendritic cell
Azimuth,Liver,"MARCO, CD5L, C1QB, C1QA, C1QC, MS4A7, CD163, FTL, CETP, VCAM1",Noninflammatory Macrophage,,,macrophage/monocyte
Azimuth,Liver,"CCL4, CCL3, CD160, KLRB1, NKG7, MALAT1, CMC1, XCL1, CD7, TYROBP",NK_CD56bright,"CD16-negative, CD56-bright natural killer cell, human",CL:0000938 ,t/nk cell
Azimuth,Liver,"FABP1, CYP2E1, HP, ORM1, APOA2, ADH4, TTR, APOA1, APOC1, APOC3",Hepatocyte,hepatocyte,CL:0000182,epithelial cell
Azimuth,Liver,"ADIRF, NDUFA4L2, CALD1, C11orf96, NOTCH3, FRZB, MYH11, ACTA2, TPM1, GPX3",Myofibroblast,myofibroblast cell,CL:0000186,myofibroblast cell
Azimuth,Liver,"S100A8, S100A9, FCN1, LYZ, VCAN, S100A12, LST1, S100A4, MNDA, CSTA",Monocyte,monocyte,CL:0000576,macrophage/monocyte
Azimuth,Liver,"TPSAB1, TPSB2, MALAT1, HPGDS, CTSG, CPA3, VIM, AREG, CD69, CMA1",Mast,mast cell,CL:0000097,granulocyte
Azimuth,Liver,"C1QC, C1QB, C1QA, GPNMB, FABP5, LIPA, CD68, FTL, HLA-DRA, CD9",Inflammatory Macrophage,inflammatory macrophage,CL:0000863,macrophage/monocyte
Azimuth,Liver,"IGFBP3, DCN, CXCL14, COLEC11, BGN, CXCL12, ANGPTL6, TMEM56, ECM1, COL3A1",HSC,hematopoietic stem cell,CL:0000037,stem cell
Azimuth,Liver,"HLA-DPB1, LGALS2, HLA-DQB1, HLA-DQA1, CLEC9A, CPVL, SNX3, TACSTD2, CST3, CD74",DC1,dendritic cell,CL:0000451,dendritic cell
Azimuth,Liver,"HLA-DPB1, HLA-DPA1, HLA-DRA, HLA-DQB1, HLA-DQA1, CLEC10A, FCER1A, LYZ, CD1C, LST1",DC2,dendritic cell,CL:0000451,dendritic cell
Azimuth,Liver,"HBB, HBA1, HBA2, HBD, AHSP, ALAS2, CA1, HBM, SLC25A37, SNCA",Erythrocyte,erythrocyte,CL:0000232,erythroid cell
Azimuth,Liver,"GNLY, NKG7, KLRD1, CMC1, CD7, PRF1, KLRF1, FGFBP2, GZMB, SPON2",NK,natural killer cell,CL:0000623,t/nk cell
Azimuth,Liver,"CLEC14A, TM4SF1, ID1, PECAM1, DLL4, MGP, SPARCL1, SLC9A3R2, RAMP2, VWF",Vascual Portal Endothelial,,,endothelial cell
Azimuth,Liver,"ANXA4, KRT7, DEFB1, FXYD2, TM4SF4, KRT19, KRT8, TACSTD2, EGRI1, SPP1",Cholangiocyte,cholangiocyte,CL:1000488,epithelial cell
Azimuth,Liver,"PRSS23, SELE, RSPO3, LXH6, RAMP3, LIFR, LYPD2, NTS, IFI27, DNASE1L3",Vascual Central Venous Endothelial,,,endothelial cell
Azimuth,Liver,"CCL5, CD8A, GZMK, CD3D, CD8B, CD3E, CD2, DUSP2, CD69, CST7",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,t/nk cell
Azimuth,Liver,"IL7R, KLRB1, LTB, CD69, CD3D, CD2, CD3E, IL32, SPOCK2, GZMK",CD4 T,"CD4-positive, alpha-beta T cell",CL:0000624,t/nk cell
Azimuth,Liver,"MS4A1, CD79A, CD37, CD79B, LTB, CD52, TCL1A, BANK1, VPREB3, POU2F2",B,B cell,CL:0000236,b cell
Azimuth,Lung,"SPARCL1, SOX17, IFI27, TM4SF1, A2M, CLEC14A, GIMAP7, CRIP2, CLDN5, PECAM1",EC arterial,endothelial cell of artery,CL:1000413,endothelial cell
Azimuth,Lung,"CD69, CORO1A, CXCR4, CD3E, TRBC2, TRAC, CD2, CCL5, IL32, CD3D",T cell lineage,T cell,CL:0000084,t/nk cell
Azimuth,Lung,"VWF, MGP, RAMP3, GNG11, RAMP2, SPARCL1, IGFBP7, CLEC14A, ACKR1, PECAM1",EC venous,vein endothelial cell,CL:0002543,endothelial cell
Azimuth,Lung,"NAPSA, SFTPD, PEBP4, SLC39A8, SLC34A2, CYB5A, MUC1, S100A14, SFTA2, SFTA3",AT2,type II pneumocyte,CL:0002063,epithelial cell
Azimuth,Lung,"GZMA, CD7, CCL4, CST7, NKG7, GNLY, CTSW, CCL5, GZMB, PRF1",Innate lymphoid cell NK,natural killer cell,CL:0000623,t/nk cell
Azimuth,Lung,"C1QB, C1QA, HLA-DRB1, AIF1, LYZ, CTSZ, CTSL, FCER1G, C1QC, LAPTM5",Macrophages,macrophage,CL:0000235,macrophage/monocyte
Azimuth,Lung,"SNTN, FAM229B, TMEM231, C5orf49, C12orf75, GSTA1, C11orf97, RP11-356K23.1, CD24, RP11-295M3.4",Multiciliated lineage,multi-ciliated epithelial cell,CL:0005012,epithelial cell
Azimuth,Lung,"TSC22D3, ISG20, IGHA1, CORO1A, IGKC, IGLC2, LTB, CD79A, CD37, MS4A1",B cell lineage,B cell,CL:0000236,b cell
Azimuth,Lung,"KRT19, CEACAM6, WFDC2, TACSTD2, CXCL17, BPIFB1, MUC1, CP, KRT7, PIGR",Secretory,secretory cell,CL:0000151,secretory cell
Azimuth,Lung,"IFI27, TM4SF1, CLEC14A, CDH5, PECAM1, HYAL2, SPARCL1, EGFL7, CLDN5, AQP1",EC capillary,capillary endothelial cell,CL:0002144,endothelial cell
Azimuth,Lung,"CCL28, PIP, ZG16B, PIGR, SEC11C, MARCKSL1, SELM, LTF, TCN1, AZGP1",Submucosal Secretory,,,secretory cell
Azimuth,Lung,"SFTA2, CEACAM6, FXYD3, CAV1, TSPAN13, KRT7, ADIRF, HOPX, AGER, EMP2",AT1,type I pneumocyte,CL:0002062,epithelial cell
Azimuth,Lung,"PPFIBP1, GNG11, RAMP2, CCL21, MMRN1, IGFBP7, SDPR, TM4SF1, CLDN5, ECSCR",Lymphatic EC mature,,,endothelial cell
Azimuth,Lung,"AKAP12, TFF3, SDPR, CLDN5, TCF4, TFPI, TIMP3, GNG11, CCL21, IGFBP7",Lymphatic EC differentiating,,,endothelial cell
Azimuth,Lung,"CORO1A, MS4A6A, ITGB2, GPR183, HLA-DRB1, HLA-DPB1, HLA-DPA1, HLA-DQB1, HLA-DQA1, HLA-DMA",Dendritic cells,dendritic cell,CL:0000451,dendritic cell
Azimuth,Lung,"S100A16, TUBB, HMGN2, COX20, LSM2, HMGN1, ARPC1A, ECSCR, EID1, MARCKS",Lymphatic EC proliferating,,,endothelial cell
Azimuth,Lung,"NEXN, ACTG2, LMOD1, IGFBP7, PPP1R14A, DES, FLNA, TPM2, PLN, SELM",Fibromyocytes,,,muscle cell
Azimuth,Lung,"VWA5A, RGS13, C1orf186, HPGDS, CPA3, GATA2, MS4A2, KIT, TPSAB1, TPSB2",Mast cells,mast cell,CL:0000097,granulocyte
Azimuth,Lung,"CALD1, CYR61, TAGLN, MT1X, PRELP, TPM2, GPX3, CTGF, IGFBP5, SPARCL1",Myofibroblasts,myofibroblast cell,CL:0000186,myofibroblast cell
Azimuth,Lung,"FCER1G, S100A9, S100A12, VCAN, COTL1, S100A8, CD14, LST1, FCN1, AIF1",Monocytes,monocyte,CL:0000576,macrophage/monocyte
Azimuth,Lung,"BGN, DCN, MGP, SPARC, CALD1, LUM, COL6A1, IGFBP7, COL1A2, C1S",Fibroblasts,fibroblast,CL:0000057,fibroblast
Azimuth,Lung,"PCSK1N, BEX1, SEC11C, CPE, NENF, PRDX2, CHGA, EGR1, FAM46A, SCGN",Neuroendocrine,neuroendocrine cell,CL:0000165,epithelial cell
Azimuth,Lung,"PHGR1, ASCL3, HEPACAM2, FOXI1, TMPRSS11E, ATP6V1B1, BSND, TFF3, STAC2, MFSD6L",Ionocyte,ionocyte,CL:0005006,epithelial cell
Azimuth,Lung,"FCN3, EPAS1, RAMP3, CDH5, PODXL, BTNL9, NOSTRIN, FLNB, CDC42EP1, CD81",Capillary,,,blood vessel cell
Azimuth,Lung,"LST1, LILRB2, AIF1, COTL1, SAT1, FCN1, FCGR3A, RPS19, RHOC, IFITM2",CD16+ Monocyte,,,macrophage/monocyte
Azimuth,Lung,"KIT, CPA3, TPSAB1, HPGDS, VWA5A, MS4A2, HDC, CD44, GATA2, GRAP2",Basophil/Mast,"basophil,mast cell","CL:0000767,CL:0000097",granulocyte
Azimuth,Lung,"SFTPA1, SFTPA2, NAPSA, SFTPB, SFTPD, SFTPC, SLC34A2, ABCA3, LAMP3, LPCAT1",Alveolar Epithelial Type 2,type II pneumocyte,CL:0002063,epithelial cell
Azimuth,Lung,"MZB1, DERL3, SEC11C, XBP1, TNFRSF17, SSR4, POU2AF1, HSP90B1, PRDX4, MANF",Plasma,plasma cell,CL:0000786,b cell
Azimuth,Lung,"PRF1, NKG7, KLRF1, CD247, GNLY, PYHIN1, KLRD1, SPON2, FCGR3A, GZMB",Natural Killer,natural killer cell,CL:0000623,t/nk cell
Azimuth,Lung,"CCL21, MMRN1, PROX1, PPFIBP1, TFF3, TBX1, PKHD1L1, IGFBP7, TFPI, TIMP3",Lymphatic,,,immune cell
Azimuth,Lung,"FBLN1, ADH1B, DCN, LUM, C1S, C1R, SLIT2, C3, CFD, ABLIM1",Fibroblast,fibroblast,CL:0000057,fibroblast
Azimuth,Lung,"HLA-DPB1, FCGR2B, HLA-DMB, CLEC10A, CSF2RA, MS4A6A, HLA-DQA1, RGS1, GPR183, FPR3",Dendritic,dendritic cell,CL:0000451,dendritic cell
Azimuth,Lung,"RSPH1, CAPS, FAM92B, CDHR3, CCDC170, SNTN, C20orf85, ZMYND10, DNAH6, FANK1",Ciliated,ciliated cell,CL:0000064,ciliated cell
Azimuth,Lung,"CD2, IL7R, TRAT1, BCL11B, ITK, CAMK4, CD6, LEF1, MALAT1, MAL",CD4 T,"CD4-positive, alpha-beta T cell",CL:0000624,t/nk cell
Azimuth,Lung,"S100A9, S100A12, S100A8, VCAN, FCN1, CD300E, CTSS, CD99, CSF3R, METTL9",CD14+ Monocyte,CD14-positive monocyte,CL:0001054,macrophage/monocyte
Azimuth,Lung,"KRT15, S100A2, KRT17, KRT5, KRT19, PERP, CLDN1, FHL2, DST, ITGA2",Basal,basal cell,CL:0000646,stem cell
Azimuth,Lung,"MS4A1, BANK1, LINC00926, CD79A, BLK, CD79B, VPREB3, SP140, CD22, ADAM28",B,B cell,CL:0000236,b cell
Azimuth,Lung,"EMP2, AGER, GPRC5A, LMO7, RTKN2, ARHGEF26, LAMA3, DST, SPOCK2, SCEL",Alveolar Epithelial Type 1,type I pneumocyte,CL:0002062,epithelial cell
Azimuth,Lung,"CCL5, CD3D, NKG7, GZMH, CD3G, CD8A, GZMA, CD8B, RPS27, RPL34",CD8 T,"CD8-positive, alpha-beta T cell",CL:0000625,t/nk cell
Azimuth,Lung,"SCGB3A2, CYB5A, SFTPB, PIGR, C16orf89, CTSE, KIAA1324, CEACAM6, WFDC2, DSTN",Club,club cell,CL:0000158,epithelial cell
Azimuth,Lung,"ACP5, C1QA, C1QB, VSIG4, MARCO, OLR1, APOC1, SLCO2B1, GPD1, ITGAX",Macrophage,macrophage,CL:0000235,macrophage/monocyte
Azimuth,Lung,"PPP1R14B, IRF4, GZMB, IL3RA, IRF7, PLD4, SEC61B, PTPRE, NPC2, TYROBP",Plasmacytoid Dendritic,plasmacytoid dendritic cell,CL:0000784,dendritic cell
Azimuth,Lung,"COL1A1, COL1A2, COL3A1, COL6A3, ASPN, LTBP1, ITGBL1, CALD1, POSTN, BGN",Myofibroblast,myofibroblast cell,CL:0000186,myofibroblast cell
Azimuth,Lung,"S100P, FAM3D, CXCL17, GABRP, WFDC2, PSCA, AGR2, TXN, CLIC1, COX5A",Goblet,goblet cell,CL:0000160,epithelial cell
Azimuth,Lung,"SCX, FAM150A, HSPB3, RAMP1, CSRP1, CNN1, CST5, IGF1, CLU, MET",Fibromyocyte,,,muscle cell
Azimuth,Lung,"GNLY, CD7, CTSW, CCL5, CD2, ZFP36L2, CXCR4, LGALS1, CEBPB, S100A6",Natural Killer T,,,t/nk cell
Azimuth,Lung,"TUBB1, CMTM5, ACRBP, PF4, GP9, TMEM40, ITGA2B, GRAP2, GP6, CABP5",Platelet/Megakaryocyte,"platelet,megakaryocyte","CL:0000233,CL:0000556","platelet,megakaryocyte"
Azimuth,Lung,"GALNT9, ITLN1, WT1, PRG4, MGARP, C3, ALDH1A3, DMKN, SLPI, DSC3",Mesothelial,mesothelial cell,CL:0000077,epithelial cell
Azimuth,Lung,"WT1, STEAP1, MEDAG, OSR1, CPXM1, FGF7, CCDC71L, HAS1, C3, C7",Lipofibroblast,alveolar type 1 fibroblast cell,CL:4028004,fibroblast
Azimuth,Lung,"EPAS1, SH3BP5, RALA, PECAM1, WWTR1, GALNT18, ACVRL1, SRSF11, VAT1, IPO7",Capillary Intermediate,,,blood vessel cell
Azimuth,Lung,"HPGD, APP, EDNRB, EMCN, ESAM, STXBP6, CLDN5, CYP3A5, SOSTDC1, TBX2",Capillary Aerocyte,,,epithelial cell
Azimuth,Lung,"ZG16B, LYZ, PRB4, PRB3, PRH2, PRR4, TCN1, LPO, PHB, TESC",Serous,serous secreting cell,CL:0000313,secretory cell
Azimuth,Lung,"TPM2, ACTA2, MYL9, MYH11, CALD1, DSTN, CNN1, DES, PLN, CSRP1",Smooth Muscle,smooth muscle cell,CL:0000192,muscle cell
Azimuth,Lung,"COX4I2, PDGFRB, TACC1, CALD1, NID1, COL4A1, COL4A2, LAMB1, LAMC3, CHN1",Pericyte,pericyte,CL:0000669,pericyte
Azimuth,Lung,"VWF, SELP, SLCO2A1, LIFR, PLA1A, PTPRB, PRSS23, CPE, TGM2, SRPX",Vein,,,blood vessel cell
Azimuth,Lung,"SCGB3A1, BPIFB1, SLPI, LCN2, WFDC2, SAA1, SCGB1A1, RARRES1, MUC5B, MSMB",Mucous,,,mucosal cell
Azimuth,Lung,"PLVAP, ZNF385D, SPRY1, POSTN, SPARCL1, VWF, EMCN, COL15A1, INHBB, ENPP2",Bronchial Vessel,,,bronchial cell
Azimuth,Lung,"NUSAP1, TOP2A, HMGB2, BIRC5, H2AFV, SMC4, CENPF, AURKB, UBE2C, KIF2C",Proliferating NK/T,,,t/nk cell
Azimuth,Lung,"H2AFZ, CDK1, UBE2C, ANLN, BIRC5, NUSAP1, STMN1, TPX2, TYMS, KPNA2",Proliferating Macrophage,,,macrophage/monocyte
Azimuth,Lung,"DKK2, PTPRB, EFNB2, EPAS1, GJA5, HEY1, ARGLU1, FBLN5, SEMA3G, BMX",Artery,,,blood vessel cell
Azimuth,Motor Cortex,"SLC1A2, ADGRV1, SLC1A3, GPC5, RNF219.AS1, ARHGAP24, CST3, HPSE2, AQP4, COL5A3",Astrocyte,astrocyte,CL:0000127,astrocyte
Azimuth,Motor Cortex,"EBF1, ABCG2, CLDN5, FLI1, LEF1, EMCN, IFI27, HLA.E, ADGRL4, CLEC3B",Endothelial cell,endothelial cell,CL:0000115,endothelial cell
Azimuth,Motor Cortex,"CBLN2, EPHA6, LAMA2, CNTN5, PDZD2, CUX2, RASGRF2, FAM19A1, LINC01378, CA10","Layer 2-3 glutamatergic neuron, intratelencephalon-projecting",L2/3 intratelencephalic projecting glutamatergic neuron of the primary motor cortex,CL:4023047,neuron
Azimuth,Motor Cortex,"COL5A2, FAM19A1, VAT1L, COL24A1, CBLN2, NRP1, PTCHD1.AS, NRG1, HOMER1, SLC35F3","Layer 5 glutamatergic neuron, extratelencephalon-projecting",L5 extratelencephalic projecting glutamatergic cortical neuron,CL:4023041,neuron
Azimuth,Motor Cortex,"FSTL4, CNTN5, RORB, FSTL5, IL1RAPL2, CHN2, TOX, CPNE4, CADPS2, POU6F2","Layer 5 glutamatergic neuron, intratelencephalon-projecting",L5 intratelencephalic projecting glutamatergic neuron of the primary motor cortex,CL:4023049,neuron
Azimuth,Motor Cortex,"TSHZ2, NPSR1.AS1, HTR2C, ITGA8, ZNF385D, ASIC2, CDH6, CRYM, NXPH2, CPNE4","Layer 5-6 glutamatergic neuron, near-projecting",L5/6 near-projecting glutamatergic neuron of the primary motor cortex,CL:4023043,neuron
Azimuth,Motor Cortex,"COLEC12, ITIH5, COL1A2, TBX18, EBF1, C7, COL6A2, SRPX2, FLVCR2, FMO2",vascular lepotomeningeal cell,vascular leptomeningeal cell,CL:4023051,fibroblast
Azimuth,Motor Cortex,"GALNTL6, LRP1B, VIP, GRM7, KCNT2, THSD7A, ERBB4, SYNPR, ADARB2, SLC24A3",Vip+ GABAergic neuron,vip GABAergic cortical interneuron,CL:4023016,neuron
Azimuth,Motor Cortex,"VCAN, PDGFRA, OLIG1, SMOC1, COL9A1, STK32A, BCAS1, FERMT1, BCHE, ZCCHC24",oligodendrocyte precursor cell,oligodendrocyte precursor cell,CL:0002453,progenitor cell
Azimuth,Motor Cortex,"GRIK1, RALYL, SST, TRHDE, GRID2, NXPH1, COL25A1, SLC8A1, SOX6, ST6GALNAC5",Sst+ GABAergic neuron,sst GABAergic cortical interneuron,CL:4023017,neuron
Azimuth,Motor Cortex,"CNR1, SLC8A1, ASIC2, CXCL14, MAML3, ADARB2, NPAS3, CNTN5, FSTL5, SNCG",Sncg+ GABAergic neuron,sncg GABAergic cortical interneuron,CL:4023015,neuron
Azimuth,Motor Cortex,"ADAMTS17, ERBB4, DPP10, ZNF804A, MYO16, BTBD11, GRIA4, SLIT2, SDK1, PVALB",Pvalb+ GABAergic neuron,pvalb GABAergic cortical interneuron,CL:4023018,neuron
Azimuth,Motor Cortex,"PLP1, ST18, CTNNA3, MBP, MOBP, RNF220, NCKAP5, ENPP2, QKI, SLC44A1",oligodendrocyte,oligodendrocyte,CL:0000128,oligodendrocyte
Azimuth,Motor Cortex,"DOCK8, P2RY12, APBB1IP, FYB, PTPRC, TBXAS1, CX3CR1, BLNK, SLCO2B1, CSF1R",microglia / perivascular macrophage,"microglial cell,perivascular macrophage","CL:0000129,CL:0000881","microglia,macrophage/monocyte"
Azimuth,Motor Cortex,"FGF13, PTPRT, PRELID2, GRIA4, RELN, PTCHD4, EYA4, MYO16, FBXL7, LAMP5",Lamp5+ GABAergic neuron,lamp5 GABAergic cortical interneuron,CL:4023011,neuron
Azimuth,Motor Cortex,"HS3ST4, KCNMB2, MDFIC, C10orf11, NTM, CDH9, MARCH1, TLE4, FOXP2, KIAA1217",Layer 6b glutamatergic neuron,L6b glutamatergic cortical neuron,CL:4023038,neuron
Azimuth,Motor Cortex,"NPY, FAM46A, STAC, OTOF, NPY2R, CRHBP, ANKRD34B, NOS1, SST, CHODL",Sst+ Chodl+ GABAergic neuron,sst chodl GABAergic cortical interneuron,CL:4023121,neuron
Azimuth,Motor Cortex,"THEMIS, RNF152, NTNG2, STK32B, KCNMB2, GAS2L3, OLFML2B, POSTN, B3GAT2, NR4A2","Layer 6 Car3+ glutamatergic neuron, intratelencephalon-projecting",,,neuron
Azimuth,Motor Cortex,"ADAMTSL1, KIAA1217, SORCS1, HS3ST4, TRPM3, TOX, SEMA3E, EGFEM1P, MEIS2, SEMA5A","Layer 6 glutamatergic neuron, corticothalamic-projecting",L6 corticothalamic-projecting glutamatergic cortical neuron,CL:4023042,neuron
Azimuth,Motor Cortex,"PTPRK, PDZRN4, CDH9, THEMIS, FSTL5, CDH13, CDH12, CBLN2, LY86.AS1, MLIP","Layer 6 glutamatergic neuron, intratelencephalon-projecting",L6 intratelencephalic projecting glutamatergic neuron of the primary motor cortex,CL:4023050,neuron
Azimuth,PBMC,"MKI67, KLRF1, TYMS, TRDC, TOP2A, FCER1G, PCLAF, CD247, CLSPN, ASPM",Proliferating Natural Killer,,,t/nk cell
Azimuth,PBMC,"MS4A1, COCH, AIM2, BANK1, SSPN, CD79A, TEX9, RALGPS2, TNFRSF13C, LINC01781",Memory B cell,memory B cell,CL:0000787,b cell
Azimuth,PBMC,"IGHM, IGHD, CD79A, IL4R, MS4A1, CXCR4, BTG1, TCL1A, CD79B, YBX3",Naive B cell,naive B cell,CL:0000788,b cell
Azimuth,PBMC,"IGHA2, MZB1, TNFRSF17, DERL3, TXNDC5, TNFRSF13B, POU2AF1, CPNE5, HRASLS2, NT5DC2",Plasmablast,plasmablast,CL:0000980,b cell
Azimuth,PBMC,"GZMH, CD4, FGFBP2, ITGB1, GZMA, CST7, GNLY, B2M, IL32, NKG7",CD4+ Cytotoxic T,"CD4-positive, alpha-beta cytotoxic T cell",CL:0000934,t/nk cell
Azimuth,PBMC,"TCF7, CD4, CCR7, IL7R, FHIT, LEF1, MAL, NOSIP, LDHB, PIK3IP1",CD4+ Naive T,"naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,t/nk cell
Azimuth,PBMC,"MKI67, TOP2A, PCLAF, CENPF, TYMS, NUSAP1, ASPM, PTTG1, TPX2, RRM2",CD4+ Proliferating T,,,t/nk cell
Azimuth,PBMC,"IL7R, CCL5, FYB1, GZMK, IL32, GZMA, KLRB1, TRAC, LTB, AQP3",CD4+ Effector Memory T,"effector memory CD4-positive, alpha-beta T cell",CL:0000905,t/nk cell
Azimuth,PBMC,"RTKN2, FOXP3, AC133644.2, CD4, IL2RA, TIGIT, CTLA4, FCRL3, LAIR2, IKZF2",Regulatory T,regulatory T cell,CL:0000815,t/nk cell
Azimuth,PBMC,"CD8B, S100B, CCR7, RGS10, NOSIP, LINC02446, LEF1, CRTAM, CD8A, OXNAD1",CD8+ Naive T,"naive thymus-derived CD8-positive, alpha-beta T cell",CL:0000900,t/nk cell
Azimuth,PBMC,"MKI67, CD8B, TYMS, TRAC, PCLAF, CD3D, CLSPN, CD3G, TK1, RRM2",CD8+ Proliferating T,,,t/nk cell
Azimuth,PBMC,"CD8B, ANXA1, CD8A, KRT1, LINC02446, YBX3, IL7R, TRAC, NELL2, LDHB",CD8+ Central Memory T,"central memory CD8-positive, alpha-beta T cell",CL:0000907,t/nk cell
Azimuth,PBMC,"CCL5, GZMH, CD8A, TRAC, KLRD1, NKG7, GZMK, CST7, CD8B, TRGC2",CD8+ Effector Memory T,"effector memory CD8-positive, alpha-beta T cell",CL:0000913,t/nk cell
Azimuth,PBMC,"PPP1R14A, LILRA4, AXL, IL3RA, SCT, SCN9A, LGMN, DNASE1L3, CLEC4C, GAS6",AXL+ Dendritic Cell,,,dendritic cell
Azimuth,PBMC,"CLEC9A, DNASE1L3, C1orf54, IDO1, CLNK, CADM1, FLT3, ENPP1, XCR1, NDRG2",Conventional Dendritic Cell 1,conventional dendritic cell,CL:0000990,dendritic cell
Azimuth,PBMC,"FCER1A, HLA-DQA1, CLEC10A, CD1C, ENHO, PLD4, GSN, SLC38A1, NDRG2, AFF3",Conventional Dendritic Cell 2,conventional dendritic cell,CL:0000990,dendritic cell
Azimuth,PBMC,"ITM2C, PLD4, SERPINF1, LILRA4, IL3RA, TPM2, MZB1, SPIB, IRF4, SMPD3",Plasmacytoid Dendritic Cell,plasmacytoid dendritic cell,CL:0000784,dendritic cell
Azimuth,PBMC,"S100A9, CTSS, S100A8, LYZ, VCAN, S100A12, IL1B, CD14, G0S2, FCN1",CD14+ Monocyte,CD14-positive monocyte,CL:0001054,macrophage/monocyte
